SVFNR,POSTNR,HEITI_NF,HEITI_TGF,HUSMERKING
4200,400,Urðarvegur,Urðarvegi,8
4200,400,Urðarvegur,Urðarvegi,13
4200,400,Urðarvegur,Urðarvegi,16
4200,400,Urðarvegur,Urðarvegi,18
4200,400,Urðarvegur,Urðarvegi,19
4200,400,Urðarvegur,Urðarvegi,21
4200,400,Urðarvegur,Urðarvegi,23
4200,400,Urðarvegur,Urðarvegi,25
4200,400,Urðarvegur,Urðarvegi,27
4200,400,Urðarvegur,Urðarvegi,30
4200,400,Urðarvegur,Urðarvegi,32
4200,400,Urðarvegur,Urðarvegi,34
4200,400,Urðarvegur,Urðarvegi,37
4200,400,Urðarvegur,Urðarvegi,41
4200,400,Urðarvegur,Urðarvegi,45
4200,400,Urðarvegur,Urðarvegi,49
4200,400,Urðarvegur,Urðarvegi,50
4200,400,Urðarvegur,Urðarvegi,52
4200,400,Urðarvegur,Urðarvegi,54
4200,400,Urðarvegur,Urðarvegi,58
4200,400,Urðarvegur,Urðarvegi,62
4200,400,Urðarvegur,Urðarvegi,66
4200,400,Urðarvegur,Urðarvegi,70
4200,400,Urðarvegur,Urðarvegi,74
4200,400,Urðarvegur,Urðarvegi,78
4200,400,Þvergata,Þvergötu,3
4200,400,Þvergata,Þvergötu,5
4100,416,Hanhóll,Hanhóli,
8614,850,Rangárflatir,Rangárflötum,10
1400,221,Suðurhella,Suðurhellu,10
1400,221,Suðurhella,Suðurhellu,7
1400,220,Reykjavíkurvegur,Reykjavíkurvegi,48B
1400,220,Reykjavíkurvegur,Reykjavíkurvegi,52B
1400,220,Skipalón,Skipalóni,6
1400,220,Skipalón,Skipalóni,8
1400,220,Skipalón,Skipalóni,24
1400,220,Skipalón,Skipalóni,26
1400,220,Suðurbraut,Suðurbraut,10
0000,105,Borgartún,Borgartúni,24F
8717,816,Kjarr,Kjarri,
1400,221,Steinhella,Steinhellu,14
1400,241,Krýsuvík,Krýsuvík,
1300,225,Heimatún,Heimatúni,3
1300,225,Sveinskot,Sveinskoti,
1604,270,Brattahlíð,Bröttuhlíð,15
1604,270,Brattahlíð,Bröttuhlíð,19
1604,270,Kvíslartunga,Kvíslartungu,22
8721,806,Skútahvammur,Skútahvammi,2
2510,251,Stóri-Hólmur,Stóra-Hólmi,
3716,340,Borgarbraut,Borgarbraut,28
3716,340,Borgarbraut,Borgarbraut,30
3716,340,Borgarbraut,Borgarbraut,34
3716,340,Borgarbraut,Borgarbraut,38
3716,340,Borgarflöt,Borgarflöt,1
3716,340,Borgarflöt,Borgarflöt,5
3716,340,Borgarflöt,Borgarflöt,9
3716,340,Búðanes,Búðanesi,1
3716,340,Búðanes,Búðanesi,3
3716,340,Garðaflöt,Garðaflöt,1A
3716,340,Garðaflöt,Garðaflöt,2A
3716,340,Garðaflöt,Garðaflöt,3A
3716,340,Garðaflöt,Garðaflöt,5
3716,340,Garðaflöt,Garðaflöt,7
3716,340,Garðaflöt,Garðaflöt,9
3716,340,Hafnargata,Hafnargötu,1
3716,340,Hafnargata,Hafnargötu,4
3716,340,Hafnargata,Hafnargötu,6
3716,340,Hafnargata,Hafnargötu,9
3716,340,Hafnargata,Hafnargötu,13
3716,340,Höfðagata,Höfðagötu,3
3716,340,Höfðagata,Höfðagötu,2
3716,340,Höfðagata,Höfðagötu,4
3716,340,Höfðagata,Höfðagötu,9
3716,340,Höfðagata,Höfðagötu,11
3716,340,Höfðagata,Höfðagötu,15
3716,340,Höfðagata,Höfðagötu,17
3716,340,Höfðagata,Höfðagötu,19
3716,340,Höfðagata,Höfðagötu,23
3716,340,Lágholt,Lágholti,1
3716,340,Lágholt,Lágholti,3
3716,340,Lágholt,Lágholti,4
3716,340,Lágholt,Lágholti,6
3716,340,Lágholt,Lágholti,8
3716,340,Lágholt,Lágholti,10
3716,340,Lágholt,Lágholti,12
3811,371,Narfeyri,Narfeyri,
3811,371,Setberg,Setbergi,
3811,371,Stóri-Langidalur,Stóra-Langadal,
3811,371,Valshamar,Valshamri,
5716,550,Grundarstígur,Grundarstíg,28
5716,550,Háahlíð,Háuhlíð,1
5716,550,Háahlíð,Háuhlíð,3
5716,550,Háahlíð,Háuhlíð,4
5716,550,Háahlíð,Háuhlíð,6
5716,550,Háahlíð,Háuhlíð,8
5716,550,Háahlíð,Háuhlíð,10
5716,550,Háahlíð,Háuhlíð,12
5716,550,Háahlíð,Háuhlíð,14
5716,550,Háeyri,Háeyri,2
5716,550,Hesteyri,Hesteyri,1
5716,550,Hlíðarstígur,Hlíðarstíg,1
5716,550,Hlíðarstígur,Hlíðarstíg,4
5716,550,Hólatún,Hólatúni,1
5716,550,Hólatún,Hólatúni,3
5716,550,Hólatún,Hólatúni,5
5716,550,Hólatún,Hólatúni,7
5716,550,Hólatún,Hólatúni,9
5716,550,Hólatún,Hólatúni,11
5716,550,Hólatún,Hólatúni,13
5716,550,Hólatún,Hólatúni,15
5716,550,Hólavegur,Hólavegi,2
5716,550,Hólavegur,Hólavegi,3
5716,550,Hólavegur,Hólavegi,5
5716,550,Hólavegur,Hólavegi,9
5716,550,Hólavegur,Hólavegi,11
5716,550,Hólavegur,Hólavegi,13
5716,550,Hólavegur,Hólavegi,15
5716,550,Hólavegur,Hólavegi,17
5716,550,Hólavegur,Hólavegi,19
0000,105,Reynihlíð,Reynihlíð,7
0000,105,Reynihlíð,Reynihlíð,8
0000,105,Reynihlíð,Reynihlíð,9
0000,105,Reynihlíð,Reynihlíð,10
0000,105,Reynihlíð,Reynihlíð,11
0000,105,Reynihlíð,Reynihlíð,12
0000,105,Reynihlíð,Reynihlíð,13
0000,105,Reynihlíð,Reynihlíð,15
0000,105,Reynihlíð,Reynihlíð,17
0000,107,Reynimelur,Reynimel,22
0000,107,Reynimelur,Reynimel,23
0000,107,Reynimelur,Reynimel,24
0000,107,Reynimelur,Reynimel,25A
0000,107,Reynimelur,Reynimel,26
0000,107,Reynimelur,Reynimel,27
0000,107,Reynimelur,Reynimel,28
0000,107,Reynimelur,Reynimel,31
0000,107,Reynimelur,Reynimel,36
0000,107,Reynimelur,Reynimel,38
0000,107,Reynimelur,Reynimel,39
0000,107,Reynimelur,Reynimel,41
0000,107,Reynimelur,Reynimel,43
0000,107,Reynimelur,Reynimel,45
8710,846,Fannborgartangi,Fannborgartanga,23
8710,846,Fannborgartangi,Fannborgartanga,25
3511,301,Asparskógar,Asparskógum,10
3511,301,Asparskógar,Asparskógum,12
3511,301,Árskógar,Árskógum,11
3511,301,Asparskógar,Asparskógum,14
3511,301,Bláskógar,Bláskógum,2
3511,301,Bláskógar,Bláskógum,4
0000,109,Hálsasel,Hálsaseli,26
0000,109,Hálsasel,Hálsaseli,27
0000,109,Hálsasel,Hálsaseli,28
0000,109,Hálsasel,Hálsaseli,33
0000,109,Hálsasel,Hálsaseli,34
0000,109,Hálsasel,Hálsaseli,35
0000,109,Hálsasel,Hálsaseli,36
0000,109,Hálsasel,Hálsaseli,37
0000,109,Hálsasel,Hálsaseli,38
0000,109,Hálsasel,Hálsaseli,39
0000,109,Hálsasel,Hálsaseli,40
0000,109,Hálsasel,Hálsaseli,41
0000,109,Hálsasel,Hálsaseli,42
0000,109,Hálsasel,Hálsaseli,44
0000,109,Hálsasel,Hálsaseli,45
0000,109,Hálsasel,Hálsaseli,47
0000,109,Hálsasel,Hálsaseli,49
0000,109,Hálsasel,Hálsaseli,51
0000,109,Hálsasel,Hálsaseli,54
0000,108,Hamarsgerði,Hamarsgerði,2
0000,108,Hamarsgerði,Hamarsgerði,6
0000,110,Hamarshöfði,Hamarshöfða,1
0000,110,Hamarshöfði,Hamarshöfða,3
0000,110,Hamarshöfði,Hamarshöfða,5
0000,110,Hamarshöfði,Hamarshöfða,6
0000,110,Hamarshöfði,Hamarshöfða,9
0000,111,Hamraberg,Hamrabergi,3
0000,111,Hamraberg,Hamrabergi,5
0000,111,Hamraberg,Hamrabergi,7
0000,111,Hamraberg,Hamrabergi,9
0000,111,Hamraberg,Hamrabergi,11
0000,111,Hamraberg,Hamrabergi,13
0000,111,Hamraberg,Hamrabergi,14
0000,111,Hamraberg,Hamrabergi,16
0000,111,Hamraberg,Hamrabergi,18
0000,111,Hamraberg,Hamrabergi,20
0000,111,Hamraberg,Hamrabergi,22
0000,111,Hamraberg,Hamrabergi,26
0000,111,Hamraberg,Hamrabergi,34
0000,111,Hamraberg,Hamrabergi,38
0000,111,Hamraberg,Hamrabergi,42
0000,111,Hamraberg,Hamrabergi,46
0000,111,Hamraberg,Hamrabergi,50
0000,105,Hamrahlíð,Hamrahlíð,1
0000,105,Hamrahlíð,Hamrahlíð,3
0000,105,Hamrahlíð,Hamrahlíð,7
0000,105,Hamrahlíð,Hamrahlíð,11
0000,105,Hamrahlíð,Hamrahlíð,17
0000,105,Hamrahlíð,Hamrahlíð,23
0000,105,Hamrahlíð,Hamrahlíð,31
6000,603,Langimói,Langamóa,3
6000,603,Langimói,Langamóa,11
4100,416,Ós,Ósi,
4100,415,Aðalstræti,Aðalstræti,21
4100,415,Aðalstræti,Aðalstræti,3
4100,415,Aðalstræti,Aðalstræti,5
4100,415,Aðalstræti,Aðalstræti,7
4100,415,Aðalstræti,Aðalstræti,9
4100,415,Aðalstræti,Aðalstræti,9A
6250,580,Lækjargata,Lækjargötu,16
6250,580,Mjóstræti,Mjóstræti,1
6250,580,Mjóstræti,Mjóstræti,2
6250,580,Norðurgata,Norðurgötu,3
6250,580,Norðurgata,Norðurgötu,4A
6250,580,Norðurgata,Norðurgötu,4B
6250,580,Norðurgata,Norðurgötu,5
6250,580,Norðurgata,Norðurgötu,7B
6250,580,Norðurgata,Norðurgötu,11
6250,580,Norðurgata,Norðurgötu,13
6250,580,Norðurgata,Norðurgötu,15
6250,580,Norðurgata,Norðurgötu,16
6250,580,Norðurtún,Norðurtúni,1
6250,580,Norðurtún,Norðurtúni,15
6250,580,Norðurtún,Norðurtúni,7
6250,580,Norðurtún,Norðurtúni,11
6250,580,Norðurtún,Norðurtúni,17
6250,580,Norðurtún,Norðurtúni,21
6250,580,Vesturtangi,Vesturtanga,1
0000,112,Fannafold,Fannafold,143
0000,109,Fálkabakki,Fálkabakka,1
1604,270,Skólabraut,Skólabraut,8
6250,580,Suðurgata,Suðurgötu,2
1604,270,Lóugata,Lóugötu,23
6250,580,Suðurgata,Suðurgötu,6
6250,580,Suðurgata,Suðurgötu,18
6250,580,Suðurgata,Suðurgötu,24B
6250,580,Suðurgata,Suðurgötu,28
6250,580,Suðurgata,Suðurgötu,32
6250,580,Suðurgata,Suðurgötu,37
6250,580,Suðurgata,Suðurgötu,40
6250,580,Suðurgata,Suðurgötu,42
6250,580,Suðurgata,Suðurgötu,44
6250,580,Suðurgata,Suðurgötu,46
6250,580,Suðurgata,Suðurgötu,61
6250,580,Suðurgata,Suðurgötu,52
6250,580,Suðurgata,Suðurgötu,54
6250,580,Suðurgata,Suðurgötu,56
6250,580,Suðurgata,Suðurgötu,60
6250,580,Suðurgata,Suðurgötu,63
6250,580,Suðurgata,Suðurgötu,66
6250,580,Suðurgata,Suðurgötu,70
6250,580,Suðurgata,Suðurgötu,71
6250,580,Suðurgata,Suðurgötu,76
6250,580,Suðurgata,Suðurgötu,78
6250,580,Suðurgata,Suðurgötu,82
6250,580,Suðurgata,Suðurgötu,91
6250,580,Tjarnargata,Tjarnargötu,18
6250,580,Túngata,Túngötu,5
6250,580,Túngata,Túngötu,11
6250,580,Túngata,Túngötu,18
3716,340,Lágholt,Lágholti,14
3716,340,Lágholt,Lágholti,15
3716,340,Lágholt,Lágholti,16
3716,340,Lágholt,Lágholti,17
3716,340,Lágholt,Lágholti,18
3716,340,Lágholt,Lágholti,19
3716,340,Lágholt,Lágholti,19A
3716,340,Lágholt,Lágholti,20
3716,340,Lágholt,Lágholti,21
3716,340,Lágholt,Lágholti,21A
3716,340,Lágholt,Lágholti,23
3716,340,Lágholt,Lágholti,25
3716,340,Laufásvegur,Laufásvegi,1
3716,340,Laufásvegur,Laufásvegi,3
3716,340,Laufásvegur,Laufásvegi,5
3716,340,Laufásvegur,Laufásvegi,7
3716,340,Laufásvegur,Laufásvegi,10
3716,340,Laufásvegur,Laufásvegi,12
3716,340,Laufásvegur,Laufásvegi,16
3716,340,Neskinn,Neskinn,2
3716,340,Neskinn,Neskinn,6
3716,340,Neskinn,Neskinn,7
3716,340,Nestún,Nestúni,2
3716,340,Nestún,Nestúni,3
3716,340,Nestún,Nestúni,5
3716,340,Nestún,Nestúni,7
3716,340,Nestún,Nestúni,8
3716,340,Nestún,Nestúni,14
3716,340,Nesvegur,Nesvegi,1
5716,550,Bárustígur,Bárustíg,14
5716,550,Bárustígur,Bárustíg,17
5716,550,Birkihlíð,Birkihlíð,2
5716,550,Birkihlíð,Birkihlíð,4
5716,550,Birkihlíð,Birkihlíð,6
5716,550,Birkihlíð,Birkihlíð,8
5716,550,Birkihlíð,Birkihlíð,10
5716,550,Birkihlíð,Birkihlíð,12
5716,550,Birkihlíð,Birkihlíð,14
5716,550,Birkihlíð,Birkihlíð,16
5716,550,Birkihlíð,Birkihlíð,18
5716,550,Birkihlíð,Birkihlíð,19
5716,550,Birkihlíð,Birkihlíð,23
5716,550,Birkihlíð,Birkihlíð,27
5716,550,Birkihlíð,Birkihlíð,31
5716,550,Birkihlíð,Birkihlíð,35
5716,550,Birkihlíð,Birkihlíð,39
5716,550,Borgarflöt,Borgarflöt,2
5716,550,Borgarflöt,Borgarflöt,5
5716,550,Borgarflöt,Borgarflöt,27
1400,221,Dofrahella,Dofrahellu,8C
5716,550,Borgarröst,Borgarröst,1
5716,550,Borgarröst,Borgarröst,3
5716,550,Borgarröst,Borgarröst,5
5716,550,Borgarsíða,Borgarsíðu,8
5716,550,Borgartún,Borgartúni,1
5716,550,Borgartún,Borgartúni,1A
5716,550,Borgartún,Borgartúni,6
5716,550,Brekkugata,Brekkugötu,1
5716,550,Brekkugata,Brekkugötu,5
1000,200,Borgarholtsbraut,Borgarholtsbraut,71C
7400,710,Vallargata,Vallargötu,2B
1604,271,Varmaland,Varmalandi,
8614,851,Ægissíða,Ægissíðu,4
8614,851,Melur,Mel,1
8614,851,Miðkot,Miðkoti,1
8720,804,Holtabraut,Holtabraut,3C
8614,851,Skinnar,Skinnum,
8614,851,Tobbakot,Tobbakoti,2
0000,101,Veghúsastígur,Veghúsastíg,3
1000,203,Hörðukór,Hörðukór,5
1000,203,Klettakór,Klettakór,1A
8719,805,Jörfagerði,Jörfagerði,2
8721,806,Austurey,Austurey,2
8721,806,Útey,Útey,1
0000,161,Litlaland,Litlalandi,
0000,112,Dverghamrar,Dverghömrum,36A
1300,210,Árakur,Árakri,8
0000,162,Varmadalur,Varmadal,4
0000,110,Selásblettur,Selásbletti,
1400,221,Kaldárselsvegur,Kaldárselsvegi,
8613,861,Dufþaksholt,Dufþaksholti,
8613,861,Langanes,Langanesi,11
8613,861,Langanes,Langanesi,2
8613,861,Langanes,Langanesi,3
8614,851,Ketilhúshagi,Ketilhúshaga,
8614,851,Ketilhúshagi,Ketilhúshaga,
8719,805,Kjarrmói,Kjarrmóa,14
8614,851,Hagi Breiðavík,Haga Breiðuvík,
8614,851,Laugaland,Laugalandi,
8614,851,Árbæjarhellir,Árbæjarhelli,1
8614,851,Heiði,Heiði,
8613,861,Kotvöllur,Kotvelli,5
8613,861,Kotvöllur,Kotvelli,2
8613,861,Kotvöllur,Kotvelli,14
8613,861,Kotvöllur,Kotvelli,11
8613,861,Völlur,Velli,2
8613,861,Butra,Butru,
8613,861,Butra,Butru,
8613,861,Miðhús,Miðhúsum,
6613,607,Höfðabyggð,Höfðabyggð,
6613,607,Höfðabyggð,Höfðabyggð,
6613,607,Höfðabyggð,Höfðabyggð,
0000,110,Hólmvað,Hólmvaði,8
0000,110,Hólmvað,Hólmvaði,62
0000,110,Hólmvað,Hólmvaði,66
0000,110,Helluvað,Helluvaði,19
0000,110,Helluvað,Helluvaði,21
0000,110,Hólavað,Hólavaði,11
0000,162,Esjulaut,Esjulaut,
8614,851,Gilsbakki,Gilsbakka,
6613,645,Svartárkot,Svartárkoti,
0000,105,Hamrahlíð,Hamrahlíð,33
0000,105,Hamrahlíð,Hamrahlíð,35
0000,105,Hamrahlíð,Hamrahlíð,37
0000,105,Háteigsvegur,Háteigsvegi,1
0000,105,Háteigsvegur,Háteigsvegi,2
0000,105,Háteigsvegur,Háteigsvegi,4
0000,105,Háteigsvegur,Háteigsvegi,6
0000,105,Háteigsvegur,Háteigsvegi,8
0000,105,Háteigsvegur,Háteigsvegi,10
0000,105,Háteigsvegur,Háteigsvegi,11
0000,105,Háteigsvegur,Háteigsvegi,12
0000,105,Háteigsvegur,Háteigsvegi,13
0000,105,Háteigsvegur,Háteigsvegi,14
0000,105,Háteigsvegur,Háteigsvegi,15
0000,105,Háteigsvegur,Háteigsvegi,17
0000,105,Háteigsvegur,Háteigsvegi,19
0000,105,Háteigsvegur,Háteigsvegi,22
0000,105,Háteigsvegur,Háteigsvegi,24
0000,105,Háteigsvegur,Háteigsvegi,26
0000,105,Háteigsvegur,Háteigsvegi,30
0000,105,Háteigsvegur,Háteigsvegi,34
0000,105,Háteigsvegur,Háteigsvegi,38
0000,105,Háteigsvegur,Háteigsvegi,42
0000,105,Háteigsvegur,Háteigsvegi,46
0000,105,Háteigsvegur,Háteigsvegi,50
0000,105,Háteigsvegur,Háteigsvegi,54
0000,105,Háteigsvegur,Háteigsvegi,56
0000,105,Háteigsvegur,Háteigsvegi,61
0000,105,Hátún,Hátúni,2
0000,105,Hátún,Hátúni,2B
0000,105,Hátún,Hátúni,4
0000,105,Hátún,Hátúni,6
0000,105,Hátún,Hátúni,6B
0000,105,Hátún,Hátúni,8
0000,105,Hátún,Hátúni,9
0000,105,Hátún,Hátúni,11
2506,190,Jónsvör,Jónsvör,1B
0000,105,Hátún,Hátúni,13
2506,190,Jónsvör,Jónsvör,1C
0000,105,Hátún,Hátúni,15
0000,105,Hátún,Hátúni,19
0000,105,Hátún,Hátúni,23
0000,105,Hátún,Hátúni,27
0000,105,Hátún,Hátúni,29
0000,105,Hátún,Hátúni,33
0000,105,Hátún,Hátúni,37
0000,105,Hátún,Hátúni,41
0000,105,Hátún,Hátúni,45
0000,111,Haukshólar,Haukshólum,1
0000,111,Haukshólar,Haukshólum,3
0000,111,Haukshólar,Haukshólum,5
0000,111,Haukshólar,Haukshólum,7
0000,101,Hávallagata,Hávallagötu,5
0000,101,Hávallagata,Hávallagötu,7
0000,101,Hávallagata,Hávallagötu,11
0000,101,Hávallagata,Hávallagötu,15
0000,101,Hávallagata,Hávallagötu,18
0000,101,Hávallagata,Hávallagötu,21
6250,580,Túngata,Túngötu,26
6250,580,Túngata,Túngötu,28
6250,580,Túngata,Túngötu,29B
6250,580,Túngata,Túngötu,31B
6250,580,Túngata,Túngötu,33
6250,580,Túngata,Túngötu,35
6250,580,Túngata,Túngötu,36
6250,580,Túngata,Túngötu,39
6250,580,Túngata,Túngötu,43
6250,580,Vallargata,Vallargötu,1
0000,109,Réttarbakki,Réttarbakka,21
0000,109,Réttarbakki,Réttarbakka,23
0000,109,Réttarbakki,Réttarbakka,25
0000,110,Réttarháls,Réttarhálsi,2
0000,108,Réttarholtsvegur,Réttarholtsvegi,3
0000,108,Réttarholtsvegur,Réttarholtsvegi,27
0000,108,Réttarholtsvegur,Réttarholtsvegi,29
0000,108,Réttarholtsvegur,Réttarholtsvegi,31
0000,108,Réttarholtsvegur,Réttarholtsvegi,33
0000,108,Réttarholtsvegur,Réttarholtsvegi,35
0000,108,Réttarholtsvegur,Réttarholtsvegi,37
0000,108,Réttarholtsvegur,Réttarholtsvegi,39
0000,108,Réttarholtsvegur,Réttarholtsvegi,43
0000,108,Réttarholtsvegur,Réttarholtsvegi,47
0000,108,Réttarholtsvegur,Réttarholtsvegi,51
0000,108,Réttarholtsvegur,Réttarholtsvegi,55
0000,108,Réttarholtsvegur,Réttarholtsvegi,59
0000,108,Réttarholtsvegur,Réttarholtsvegi,67
0000,108,Réttarholtsvegur,Réttarholtsvegi,71
0000,108,Réttarholtsvegur,Réttarholtsvegi,75
0000,108,Réttarholtsvegur,Réttarholtsvegi,79
0000,108,Réttarholtsvegur,Réttarholtsvegi,87
0000,108,Réttarholtsvegur,Réttarholtsvegi,91
0000,108,Réttarholtsvegur,Réttarholtsvegi,95
0000,109,Réttarsel,Réttarseli,7
0000,109,Réttarsel,Réttarseli,9
0000,109,Réttarsel,Réttarseli,12
0000,109,Réttarsel,Réttarseli,16
0000,110,Reyðarkvísl,Reyðarkvísl,2
0000,110,Reyðarkvísl,Reyðarkvísl,6
0000,110,Reyðarkvísl,Reyðarkvísl,8
0000,110,Reyðarkvísl,Reyðarkvísl,10
0000,110,Reyðarkvísl,Reyðarkvísl,12
0000,110,Reyðarkvísl,Reyðarkvísl,14
0000,110,Reyðarkvísl,Reyðarkvísl,16
0000,110,Reyðarkvísl,Reyðarkvísl,18
0000,110,Reyðarkvísl,Reyðarkvísl,20
0000,110,Reyðarkvísl,Reyðarkvísl,22
0000,110,Reyðarkvísl,Reyðarkvísl,23
0000,110,Reyðarkvísl,Reyðarkvísl,25
0000,110,Reykás,Reykási,2
0000,110,Reykás,Reykási,4
1604,271,Kolbrúnargata,Kolbrúnargötu,7
5716,550,Brekkutún,Brekkutúni,5
5716,550,Brekkutún,Brekkutúni,7
5716,550,Brennihlíð,Brennihlíð,1
5716,550,Brennihlíð,Brennihlíð,3
5716,550,Brennihlíð,Brennihlíð,5
5716,550,Brennihlíð,Brennihlíð,7
5716,550,Brennihlíð,Brennihlíð,9
5716,550,Dalatún,Dalatúni,2
5716,550,Dalatún,Dalatúni,4
5716,550,Dalatún,Dalatúni,6
5716,550,Dalatún,Dalatúni,8
5716,550,Dalatún,Dalatúni,11
5716,550,Dalatún,Dalatúni,14
5716,550,Dalatún,Dalatúni,15
5716,550,Dalatún,Dalatúni,19
5716,550,Drekahlíð,Drekahlíð,1
5716,550,Drekahlíð,Drekahlíð,3
5716,550,Drekahlíð,Drekahlíð,5
1000,200,Melgerði,Melgerði,34
1000,200,Melgerði,Melgerði,37
1000,200,Melgerði,Melgerði,38
1000,200,Melgerði,Melgerði,39
1000,200,Melgerði,Melgerði,40
1000,200,Melgerði,Melgerði,42
1000,200,Meltröð,Meltröð,2
1000,200,Meltröð,Meltröð,4
1000,200,Meltröð,Meltröð,6
1000,200,Meltröð,Meltröð,8
1000,200,Meltröð,Meltröð,10
1000,201,Smáratorg,Smáratorgi,1
1000,200,Neðstatröð,Neðstutröð,2
1000,200,Neðstatröð,Neðstutröð,4
1000,200,Neðstatröð,Neðstutröð,8
1000,200,Nýbýlavegur,Nýbýlavegi,8
1000,200,Nýbýlavegur,Nýbýlavegi,14
1000,200,Nýbýlavegur,Nýbýlavegi,18
1000,200,Nýbýlavegur,Nýbýlavegi,22
1000,200,Hjallabrekka,Hjallabrekku,1
1000,200,Nýbýlavegur,Nýbýlavegi,40
1000,200,Nýbýlavegur,Nýbýlavegi,46
1000,200,Nýbýlavegur,Nýbýlavegi,50
1000,200,Nýbýlavegur,Nýbýlavegi,54
1000,200,Nýbýlavegur,Nýbýlavegi,58
1000,200,Nýbýlavegur,Nýbýlavegi,62
1000,200,Nýbýlavegur,Nýbýlavegi,66
1000,200,Nýbýlavegur,Nýbýlavegi,70
1000,200,Nýbýlavegur,Nýbýlavegi,74
1000,200,Nýbýlavegur,Nýbýlavegi,78
1000,200,Nýbýlavegur,Nýbýlavegi,82
1000,200,Nýbýlavegur,Nýbýlavegi,86
1000,200,Nýbýlavegur,Nýbýlavegi,90
1000,200,Nýbýlavegur,Nýbýlavegi,94
3716,340,Skúlagata,Skúlagötu,11
3716,340,Skúlagata,Skúlagötu,12
3716,340,Skúlagata,Skúlagötu,13
3716,340,Skúlagata,Skúlagötu,14
3716,340,Skúlagata,Skúlagötu,15
3716,340,Skúlagata,Skúlagötu,16
3716,340,Skúlagata,Skúlagötu,18
3716,340,Skúlagata,Skúlagötu,20
3716,340,Skúlagata,Skúlagötu,21
3716,340,Skúlagata,Skúlagötu,22
3716,340,Skúlagata,Skúlagötu,24
3716,340,Smiðjustígur,Smiðjustíg,2
3716,340,Smiðjustígur,Smiðjustíg,3
3716,340,Smiðjustígur,Smiðjustíg,4
3716,340,Súgandiseyjargata,Súgandiseyjargötu,8
3716,340,Sundabakki,Sundabakka,1
3716,340,Sundabakki,Sundabakka,3
3716,340,Sundabakki,Sundabakka,5
3716,340,Sundabakki,Sundabakka,8
3716,340,Sundabakki,Sundabakka,9
3716,340,Sundabakki,Sundabakka,10A
3716,340,Sundabakki,Sundabakka,12
3716,340,Sundabakki,Sundabakka,15
3716,340,Austurgata,Austurgötu,4A
3716,340,Tangagata,Tangagötu,3
3716,340,Tangagata,Tangagötu,7
3716,340,Tangagata,Tangagötu,9
3716,340,Tjarnarás,Tjarnarási,15
3716,340,Vallarflöt,Vallarflöt,1
3716,340,Vallarflöt,Vallarflöt,3
3716,340,Vallarflöt,Vallarflöt,5
3716,340,Vallarflöt,Vallarflöt,7
3716,340,Víkurflöt,Víkurflöt,1
3716,340,Víkurflöt,Víkurflöt,3
3716,340,Víkurflöt,Víkurflöt,5
3716,340,Víkurflöt,Víkurflöt,6
3716,340,Víkurflöt,Víkurflöt,8
3716,340,Víkurflöt,Víkurflöt,10
3716,340,Víkurgata,Víkurgötu,2
3716,340,Víkurgata,Víkurgötu,4
3716,340,Víkurgata,Víkurgötu,8
3716,340,Þvervegur,Þvervegi,8
3716,340,Ægisgata,Ægisgötu,1
3716,340,Ægisgata,Ægisgötu,3
3716,340,Ægisgata,Ægisgötu,5
3716,340,Ægisgata,Ægisgötu,7
3716,340,Ægisgata,Ægisgötu,9
3716,340,Ægisgata,Ægisgötu,11
3811,371,Bíldhóll,Bíldhól,
3811,371,Breiðabólstaður,Breiðabólstað,
3811,371,Drangar,Dröngum,
3811,371,Krummakot,Krummakoti,
3811,371,Arnarkot,Arnarkoti,
3811,371,Háls,Hálsi,
3811,371,Hólmlátur,Hólmlátrum,
3811,371,Vörðufellsland,Vörðufellslandi,
3811,371,Keisbakki,Keisbakka,
8721,806,Vörðubrekka,Vörðubrekku,2
8721,806,Vörðubrekka,Vörðubrekku,5
8721,806,Vörðubrekka,Vörðubrekku,6
0000,101,Hávallagata,Hávallagötu,23
0000,101,Hávallagata,Hávallagötu,24
0000,101,Hávallagata,Hávallagötu,25
0000,101,Hávallagata,Hávallagötu,27
0000,101,Hávallagata,Hávallagötu,29
0000,101,Hávallagata,Hávallagötu,30
0000,101,Hávallagata,Hávallagötu,31
0000,101,Hávallagata,Hávallagötu,32
0000,101,Hávallagata,Hávallagötu,33
0000,101,Hávallagata,Hávallagötu,34
0000,101,Hávallagata,Hávallagötu,35
0000,101,Hávallagata,Hávallagötu,36
0000,101,Hávallagata,Hávallagötu,37
0000,105,Sigtún,Sigtúni,51
0000,105,Sigtún,Sigtúni,53
0000,105,Sigtún,Sigtúni,57
0000,105,Silfurteigur,Silfurteigi,2
0000,105,Silfurteigur,Silfurteigi,4
0000,105,Silfurteigur,Silfurteigi,6
0000,110,Silungakvísl,Silungakvísl,2
0000,110,Silungakvísl,Silungakvísl,4
0000,110,Silungakvísl,Silungakvísl,6
0000,110,Silungakvísl,Silungakvísl,8
0000,110,Silungakvísl,Silungakvísl,10
0000,110,Silungakvísl,Silungakvísl,12
0000,110,Silungakvísl,Silungakvísl,14
0000,110,Silungakvísl,Silungakvísl,16
0000,110,Silungakvísl,Silungakvísl,18
0000,110,Silungakvísl,Silungakvísl,21
0000,110,Silungakvísl,Silungakvísl,25
0000,110,Silungakvísl,Silungakvísl,29
0000,110,Silungakvísl,Silungakvísl,33
0000,101,Sjafnargata,Sjafnargötu,3
